bin    Ex    Popul.    J= 0.0    J= 1.0    J= 2.0    J= 3.0    J= 4.0    J= 5.0    J= 6.0    J= 7.0    J= 8.0    J= 9.0
  27   1.422 1.996E-02 4.150E-04 2.580E-03 3.657E-03 2.646E-03 1.137E-03 4.566E-04 1.568E-05 3.523E-06 1.663E-08 3.554E-10
  28   1.475 2.204E-02 4.558E-04 2.836E-03 4.028E-03 2.922E-03 1.259E-03 5.062E-04 1.770E-05 3.949E-06 1.930E-08 4.081E-10
  29   1.530 2.438E-02 5.017E-04 3.124E-03 4.447E-03 3.232E-03 1.399E-03 5.623E-04 2.003E-05 4.435E-06 2.243E-08 4.696E-10
  30   1.587 2.715E-02 5.557E-04 3.463E-03 4.940E-03 3.599E-03 1.563E-03 6.290E-04 2.277E-05 5.014E-06 2.611E-08 5.417E-10
  31   1.646 3.036E-02 6.186E-04 3.859E-03 5.514E-03 4.026E-03 1.755E-03 7.073E-04 2.597E-05 5.697E-06 3.043E-08 6.265E-10
  32   1.708 3.406E-02 6.907E-04 4.312E-03 6.174E-03 4.518E-03 1.976E-03 7.976E-04 2.969E-05 6.493E-06 3.553E-08 7.264E-10
  33   1.771 3.832E-02 7.736E-04 4.833E-03 6.933E-03 5.085E-03 2.232E-03 9.023E-04 3.403E-05 7.421E-06 4.155E-08 8.447E-10
  34   1.837 4.325E-02 8.692E-04 5.435E-03 7.810E-03 5.741E-03 2.529E-03 1.024E-03 3.910E-05 8.508E-06 4.867E-08 9.851E-10
  35   1.906 4.897E-02 9.798E-04 6.131E-03 8.827E-03 6.502E-03 2.874E-03 1.166E-03 4.504E-05 9.786E-06 5.709E-08 1.152E-09
  36   1.977 5.562E-02 1.108E-03 6.940E-03 1.001E-02 7.390E-03 3.277E-03 1.332E-03 5.201E-05 1.129E-05 6.707E-08 1.352E-09
  37   2.051 6.338E-02 1.258E-03 7.884E-03 1.139E-02 8.427E-03 3.749E-03 1.528E-03 6.021E-05 1.308E-05 7.891E-08 1.591E-09
  38   2.127 7.249E-02 1.433E-03 8.989E-03 1.301E-02 9.644E-03 4.304E-03 1.758E-03 6.990E-05 1.520E-05 9.301E-08 1.879E-09
  39   2.207 8.321E-02 1.639E-03 1.029E-02 1.491E-02 1.108E-02 4.959E-03 2.032E-03 8.138E-05 1.774E-05 1.098E-07 2.226E-09
  40   2.289 9.587E-02 1.882E-03 1.182E-02 1.716E-02 1.278E-02 5.736E-03 2.358E-03 9.502E-05 2.079E-05 1.298E-07 2.647E-09
  41   2.375 1.109E-01 2.169E-03 1.364E-02 1.982E-02 1.479E-02 6.662E-03 2.748E-03 1.113E-04 2.445E-05 1.538E-07 3.158E-09
  42   2.463 1.288E-01 2.511E-03 1.580E-02 2.300E-02 1.720E-02 7.769E-03 3.216E-03 1.307E-04 2.890E-05 1.825E-07 3.781E-09
  43   2.555 1.502E-01 2.921E-03 1.839E-02 2.680E-02 2.009E-02 9.099E-03 3.783E-03 1.541E-04 3.430E-05 2.170E-07 4.543E-09
  44   2.651 1.760E-01 3.413E-03 2.150E-02 3.138E-02 2.358E-02 1.070E-02 4.471E-03 1.823E-04 4.091E-05 2.586E-07 5.480E-09
  45   2.750 2.072E-01 4.008E-03 2.527E-02 3.692E-02 2.780E-02 1.265E-02 5.311E-03 2.163E-04 4.905E-05 3.087E-07 6.634E-09
  46   2.852 2.451E-01 4.731E-03 2.984E-02 4.366E-02 3.294E-02 1.503E-02 6.343E-03 2.578E-04 5.910E-05 3.694E-07 8.061E-09
  47   2.959 2.914E-01 5.614E-03 3.544E-02 5.190E-02 3.925E-02 1.795E-02 7.619E-03 3.084E-04 7.161E-05 4.430E-07 9.831E-09
  48   3.069 3.484E-01 6.700E-03 4.232E-02 6.204E-02 4.702E-02 2.156E-02 9.205E-03 3.705E-04 8.726E-05 5.325E-07 1.203E-08
  49   3.184 4.188E-01 8.042E-03 5.083E-02 7.459E-02 5.665E-02 2.603E-02 1.119E-02 4.470E-04 1.070E-04 6.417E-07 1.478E-08
  50   3.302 5.064E-01 9.712E-03 6.142E-02 9.021E-02 6.867E-02 3.162E-02 1.369E-02 5.418E-04 1.319E-04 7.751E-07 1.822E-08
  51   3.426 6.161E-01 1.180E-02 7.469E-02 1.098E-01 8.375E-02 3.865E-02 1.685E-02 6.598E-04 1.637E-04 9.383E-07 2.253E-08
  52   3.553 7.541E-01 1.444E-02 9.141E-02 1.345E-01 1.028E-01 4.753E-02 2.088E-02 8.073E-04 2.045E-04 1.139E-06 2.795E-08
  53   3.686 9.288E-01 1.777E-02 1.126E-01 1.658E-01 1.270E-01 5.883E-02 2.606E-02 9.926E-04 2.572E-04 1.384E-06 3.475E-08
54 3.9500515 10.0 0.69099972545 2.67866449894 2.14078441159 2.0051479292 0.797312914981 0.52047994663 0.43869318412 0.451817553068 0.266729144611 0.0093706914098
55 4.0500515 10.0 0.680151971476 2.66736926036 2.18052223842 2.04150310376 0.849905662944 0.552428879141 0.425759977404 0.37384159056 0.219011597297 0.00950571863393
56 4.1500515 10.0 0.667038333158 2.6471285713 2.21064248394 2.06781793263 0.89909284771 0.581962113022 0.419426035318 0.314625286464 0.182708686584 0.0095577098743
57 4.25005 10.0 0.65261799129 2.62151291057 2.2339926295 2.0867116786 0.945426584164 0.609483390973 0.417615583866 0.268633333193 0.154465216771 0.009540681068
58 4.3500515 10.0 0.637486902742 2.59279399769 2.25252333502 2.09996503397 0.98927755145 0.635268520293 0.418957228226 0.232197030768 0.132063767794 0.00946663204736
59 4.4500515 10.0 0.622027562833 2.56245174814 2.26761218561 2.10883049441 1.0308952935 0.659511863944 0.422517025112 0.202820094058 0.113991161914 0.0093425704861
60 4.5500515 10.0 0.606484614398 2.53147161728 2.28026677138 2.11419776856 1.07045305567 0.682355951078 0.427643534839 0.178760066387 0.0991911284775 0.00917549193499
61 4.6500515 10.0 0.591017553349 2.50052458215 2.29123980815 2.11672247874 1.10807052384 0.703903231246 0.43386794372 0.158773863987 0.0869076097317 0.00897240507864
62 4.7500515 10.0 0.575731474868 2.47008300647 2.30111662772 2.11688195567 1.14383080339 0.724230779463 0.440845214951 0.141950320938 0.0765915040439 0.00873831249454
63 4.8500515 10.0 0.56069479612 2.44048967456 2.31036492359 2.1150277755 1.17778671907 0.743389122373 0.448318602711 0.12761838981 0.067833774847 0.00847622142351
64 4.9500515 10.0 0.545953959479 2.41200316803 2.3193714497 2.11141289699 1.20996812862 0.761410541667 0.456086620693 0.115273827096 0.0603262827986 0.00819312491605
65 5.0500515 10.0 0.531541312987 2.38484598392 2.32847463309 2.10621665065 1.24037974552 0.778309491558 0.463984503579 0.104525630142 0.0538320196954 0.00789002885976
66 5.1500515 10.0 0.517478908645 2.35921636322 2.33798374099 2.09954729409 1.26900572221 0.794076068394 0.471874276473 0.0950767419776 0.0481689488652 0.00757193513399
67 5.2500515 10.0 0.503787691266 2.33532006479 2.3482025656 2.09145865493 1.29580296104 0.808677210895 0.479628876764 0.0866900993966 0.0431920318717 0.00723984344176
68 5.3500515 10.0 0.490486757349 2.31338854738 2.35944259491 2.08194518119 1.32069674836 0.822049096581 0.487124388833 0.0791816783119 0.0387882511923 0.00689675588444
69 5.4500515 10.0 0.477599001658 2.29369733335 2.37205037237 2.0709414786 1.34357185047 0.834093578001 0.494230708071 0.0724024284892 0.0348665773108 0.00654667168852
70 5.5500515 10.0 0.465157515574 2.27660487109 2.38643138148 2.05831198046 1.36426255993 0.844659833946 0.500797926362 0.0662333385305 0.0313510002907 0.00618959234399
71 5.6500515 10.0 0.453203380421 2.26257159513 2.40308011444 2.0438361058 1.38253218362 0.853539050329 0.506652142706 0.060576397357 0.0281805108835 0.00582851932107
72 5.7500515 10.0 0.441793492142 2.25222403371 2.42263110933 2.02717744486 1.39804247831 0.860437072102 0.511570255703 0.0553515720399 0.0253080904483 0.00546445136368
73 5.8500515 10.0 0.431012843179 2.24642017722 2.44592237929 2.00783899733 1.41031946634 0.864946908954 0.515265263213 0.0504888472502 0.0226877288049 0.005097388421
74 5.9500515 10.0 0.420979300159 2.24636834724 2.47411119814 1.9850761613 1.41866773927 0.866493307934 0.517357008048 0.0459311968113 0.0202864119343 0.00472932916131
75 6.0500515 10.0 0.411868153628 2.25383711866 2.50885431225 1.95775231727 1.42205630058 0.86426488082 0.517312849366 0.0416236431013 0.0180701474544 0.00436027687758
76 6.1500515 10.0 0.403947267363 2.27151883949 2.55263803195 1.92405982585 1.4188837277 0.857065366965 0.514375628036 0.0375141608157 0.0160089221139 0.00398822972203
77 6.2500515 10.0 0.397651518818 2.30380687643 2.60947264879 1.88092205558 1.40649857533 0.843042500993 0.507378180714 0.0335427308049 0.0140727261527 0.00361218638882
78 6.3500515 10.0 0.393780995792 2.35869979258 2.68655377551 1.82250928867 1.38001406664 0.819021429279 0.494346591639 0.0296283540158 0.0122205584795 0.00322514738924
79 6.4500515 10.0 0.394196570765 2.45439694868 2.79981059252 1.73513753793 1.3282734668 0.778260741299 0.471123609383 0.0256040113584 0.0103844101842 0.00281211107839
80 6.5500515 10.0 0.408839205506 2.67324634586 3.01373534365 1.55714629583 1.20222883199 0.692828378357 0.420588585011 0.0207956717002 0.00828926774335 0.002302074357
81 6.6500515 10.0 0.408821711129 2.81965987509 3.20141687712 1.42884143565 1.10964707275 0.625246381455 0.380669973553 0.0170914477959 0.0067011755708 0.00190404988611
82 6.7500515 10.0 0.394937360015 2.78152392212 3.2104090867 1.4557175005 1.13519990424 0.620311701387 0.378740976161 0.0154653665292 0.00596314132645 0.00173104102567
